140	2,05939e-06
141	1,87529e-06
142	1,70765e-06
143	1,55498e-06
144	1,41597e-06
145	1,28938e-06
146	1,1741e-06
147	1,06913e-06
148	9,73549e-07
149	8,86507e-07
150	8,07248e-07
151	7,35074e-07
152	6,69352e-07
153	6,09506e-07
154	5,5501e-07
155	5,05387e-07
156	4,602e-07
157	4,19053e-07
158	3,81585e-07
159	3,47467e-07
160	3,16399e-07
161	2,88109e-07
162	2,62348e-07
163	2,38891e-07
164	2,17531e-07
165	1,98081e-07
166	1,8037e-07
167	1,64242e-07
168	1,49557e-07
169	1,36184e-07
170	1,24007e-07
171	1,12919e-07
172	1,02823e-07
173	9,3629e-08
174	8,52572e-08
175	7,76339e-08
176	7,06923e-08
177	6,43714e-08
178	5,86156e-08
179	5,33745e-08
180	4,8602e-08
181	4,42563e-08
182	4,02991e-08
183	3,66958e-08
184	3,34146e-08
185	3,04268e-08
186	2,77062e-08
187	2,52289e-08
188	2,2973e-08
189	2,09189e-08
190	1,90484e-08
191	1,73452e-08
192	1,57943e-08
193	1,4382e-08
194	1,30961e-08
195	1,19251e-08
196	1,08588e-08
197	9,88784e-09
198	9,00371e-09
199	8,19864e-09
200	7,46556e-09
201	6,79802e-09
202	6,19018e-09
203	5,63668e-09
204	5,13267e-09
205	4,67373e-09
206	4,25583e-09
207	3,87529e-09
208	3,52878e-09
209	3,21325e-09
210	2,92594e-09
211	2,66432e-09
212	2,42608e-09
213	2,20916e-09
214	2,01162e-09
215	1,83175e-09
216	1,66797e-09
217	1,51883e-09
218	1,38302e-09
219	1,25936e-09
220	1,14675e-09
221	1,04421e-09
222	9,50843e-10
223	8,65823e-10
224	7,88405e-10
225	7,17911e-10
226	6,53717e-10
227	5,95265e-10
228	5,42039e-10
229	4,93573e-10
230	4,4944e-10
231	4,09252e-10
232	3,7266e-10
233	3,39337e-10
234	3,08995e-10
235	2,81366e-10
236	2,56208e-10
237	2,33299e-10
238	2,12439e-10
239	1,93443e-10
240	1,76146e-10
241	1,60397e-10
242	1,46054e-10
243	1,32995e-10
244	1,21103e-10
245	1,10274e-10
246	1,00415e-10
247	9,14357e-11
248	8,32596e-11
249	7,58154e-11
250	6,90363e-11
251	6,2863e-11
252	5,72427e-11
253	5,21236e-11
254	4,74638e-11
255	4,32192e-11
256	3,93547e-11
257	3,58362e-11
258	3,26308e-11
259	2,97149e-11
260	2,70561e-11
261	2,46385e-11
262	2,24341e-11
263	2,0429e-11
264	1,8602e-11
265	1,69389e-11
266	1,54241e-11
267	1,40452e-11
268	1,27884e-11
269	1,16462e-11
270	1,0604e-11
271	9,65628e-12
272	8,79252e-12
273	8,00693e-12
274	7,29017e-12
275	6,63913e-12
276	6,04494e-12
277	5,50449e-12
278	5,01199e-12
279	4,56479e-12
280	4,15579e-12
281	3,78453e-12
282	3,44569e-12
283	3,13882e-12
284	2,85727e-12
285	2,60192e-12
286	2,36922e-12
287	2,15694e-12
288	1,96465e-12
289	1,78924e-12
290	1,62848e-12
291	1,48326e-12
292	1,35048e-12
293	1,22968e-12
294	1,12044e-12
295	1,01963e-12
296	9,28146e-13
297	8,46434e-13
298	7,69163e-13
299	7,01661e-13
300	6,37712e-13
301	5,81757e-13
302	5,29798e-13
303	4,81393e-13
304	4,39204e-13
305	3,99236e-13
306	3,63709e-13
307	3,31735e-13
308	3,01981e-13
309	2,74447e-13
310	2,50022e-13
311	2,28262e-13
312	2,06501e-13
313	1,9007e-13
314	1,71418e-13
315	1,56763e-13
316	1,42553e-13
317	1,29674e-13
318	1,18572e-13
319	1,0747e-13
320	9,81437e-14
321	8,9706e-14
322	8,08242e-14
323	7,41629e-14
324	6,79456e-14
325	6,03961e-14
326	5,68434e-14
327	5,01821e-14
328	4,70735e-14
329	4,17444e-14
330	3,90799e-14
331	3,41949e-14
332	3,19744e-14
333	2,93099e-14
334	2,62013e-14
335	2,39808e-14
336	2,26485e-14
337	1,90958e-14
338	1,90958e-14
339	1,64313e-14
340	1,46549e-14
341	1,37668e-14
342	1,19904e-14
343	1,19904e-14
344	9,76996e-15
345	9,76996e-15
346	8,43769e-15
347	7,99361e-15
348	7,10543e-15
349	6,21725e-15
350	6,21725e-15
351	5,32907e-15
352	4,88498e-15
353	4,44089e-15
354	3,9968e-15
355	4,44089e-15
356	2,66454e-15
357	3,10862e-15
358	2,66454e-15
359	2,66454e-15
360	2,22045e-15
361	1,77636e-15
362	1,77636e-15
363	2,22045e-15
364	2,22045e-15
365	8,88178e-16
366	1,33227e-15
367	4,44089e-16
368	1,77636e-15
369	1,33227e-15
370	0
