0	6,34847
1	3,61176
2	0,00637012
3	0,00235013
4	0,00104264
5	0,000636665
6	0,000530247
7	0,000524759
8	0,000554966
9	0,000599582
10	0,000651786
11	0,000709511
12	0,000772255
13	0,000840027
14	0,000912996
15	0,000991374
16	0,00107537
17	0,00116518
18	0,00126094
19	0,00136279
20	0,00147076
21	0,00158485
22	0,00170496
23	0,00183091
24	0,00196241
25	0,00209905
26	0,00224028
27	0,00238543
28	0,00253366
29	0,002684
30	0,00283529
31	0,00298627
32	0,00313549
33	0,00328141
34	0,00342239
35	0,00355669
36	0,00368258
37	0,00379829
38	0,00390215
39	0,00399257
40	0,0040681
41	0,00412751
42	0,0041698
43	0,00419424
44	0,00420041
45	0,0041882
46	0,00415783
47	0,00410981
48	0,00404497
49	0,00396439
50	0,00386939
51	0,00376144
52	0,00364219
53	0,00351334
54	0,00337665
55	0,00323386
56	0,00308667
57	0,0029367
58	0,00278547
59	0,00263436
60	0,0024846
61	0,00233728
62	0,00219333
63	0,00205354
64	0,00191854
65	0,00178883
66	0,00166477
67	0,00154663
68	0,00143454
69	0,00132859
70	0,00122875
71	0,00113496
72	0,00104709
73	0,00096496
74	0,000888377
75	0,000817113
76	0,000750923
77	0,000689554
78	0,000632743
79	0,00058023
80	0,000531751
81	0,000487052
82	0,000445884
83	0,000408005
84	0,000373184
85	0,000341202
86	0,00031185
87	0,00028493
88	0,000260256
89	0,000237654
90	0,000216961
91	0,000198025
92	0,000180704
93	0,000164867
94	0,000150392
95	0,000137166
96	0,000125086
97	0,000114054
98	0,000103983
99	9,4791e-05
100	8,6403e-05
101	7,87501e-05
102	7,17691e-05
103	6,5402e-05
104	5,95958e-05
105	5,43016e-05
106	4,94749e-05
107	4,50749e-05
108	4,10643e-05
109	3,74089e-05
110	3,40776e-05
111	3,10418e-05
112	2,82755e-05
113	2,5755e-05
114	2,34586e-05
115	2,13664e-05
116	1,94603e-05
117	1,7724e-05
118	1,61422e-05
119	1,47014e-05
120	1,33889e-05
121	1,21935e-05
122	1,11047e-05
123	1,01129e-05
124	9,20967e-06
125	8,38701e-06
126	7,63776e-06
127	6,9554e-06
128	6,33395e-06
129	5,76798e-06
130	5,25256e-06
131	4,78317e-06
132	4,3557e-06
133	3,96642e-06
134	3,61191e-06
135	3,28908e-06
136	2,99509e-06
137	2,72737e-06
138	2,48357e-06
139	2,26156e-06
