16,1464
8,45012
0,0238067
0,0100239
0,00493632
0,00271459
0,00162055
0,00101914
0,000660132
0,000434338
0,000288072
0,000191828
0,000127992
8,54814e-05
5,7117e-05
3,81731e-05
2,55149e-05
1,70551e-05
1,14005e-05
7,6207e-06
5,09412e-06
3,40521e-06
2,27624e-06
1,52158e-06
1,01711e-06
6,79896e-07
4,54482e-07
3,03802e-07
2,03079e-07
1,3575e-07
9,07431e-08
6,06579e-08
4,05473e-08
2,71041e-08
1,8118e-08
1,21111e-08
8,09577e-09
5,41168e-09
3,61748e-09
2,41813e-09
1,61642e-09
1,08051e-09
7,22276e-10
4,82808e-10
3,22739e-10
2,15735e-10
1,44214e-10
9,63993e-11
6,44373e-11
4,30749e-11
2,8793e-11
1,92486e-11
1,28644e-11
8,60112e-12
5,74829e-12
3,84581e-12
2,56506e-12
1,71951e-12
1,14753e-12
7,67386e-13
5,11591e-13
3,44613e-13
2,27374e-13
1,54543e-13
1,01252e-13
6,92779e-14
4,61853e-14
2,84217e-14
2,30926e-14
1,24345e-14
1,06581e-14
3,55271e-15
5,32907e-15
1,77636e-15
3,55271e-15
0
