12,1909
6,48099
0,0191289
0,00659713
0,00302066
0,00159643
0,000897811
0,00051689
0,000300057
0,000174676
0,000101781
5,93236e-05
3,458e-05
2,01573e-05
1,175e-05
6,84925e-06
3,99252e-06
2,32729e-06
1,3566e-06
7,90777e-07
4,60952e-07
2,68693e-07
1,56624e-07
9,12976e-08
5,32183e-08
3,10214e-08
1,80827e-08
1,05406e-08
6,1442e-09
3,58152e-09
2,0877e-09
1,21694e-09
7,09365e-10
4,13498e-10
2,4103e-10
1,40499e-10
8,1898e-11
4,77414e-11
2,78257e-11
1,62217e-11
9,45644e-12
5,51026e-12
3,21343e-12
1,87228e-12
1,09335e-12
6,35048e-13
3,69482e-13
2,18492e-13
1,25233e-13
7,37188e-14
4,26326e-14
2,4869e-14
1,42109e-14
9,76996e-15
2,66454e-15
4,44089e-15
1,77636e-15
8,88178e-16
2,66454e-15
8,88178e-16
8,88178e-16
2,66454e-15
0
